,Date_and_Time,Tweet_Id,User,Tweet,Like_Count,Retweet_Count,Lang,Location,Country,Cleaned_Tweets,POS_tagged,Lemma
47,2022-07-31 15:58:58+00:00,1553772214926860289,OmayraVelez6,"@WillemBagchus I'm much better. Tony has taken over the day-to-day in the house. I only have to cook, but he does t… https://t.co/6tud7eLjKU",1,0,en,USA,US,"much,better,tony,taken,over,daytoday,house,only,have,cook,does","[('much', 'r'), (',', None), ('better', 'a'), (',', None), ('tony', 'a'), (',', None), ('taken', 'v'), (',', None), (',', None), ('daytoday', 'a'), (',', None), ('house', 'n'), (',', None), (',', None), (',', None), ('cook', 'n'), (',', None)]",much good tony take daytoday house cook
48,2022-07-31 15:43:13+00:00,1553768250319818753,park_jammin,@veganqueenbee @catrussy So I agree that this is a multifaceted issue and they affect each other but one of those t… https://t.co/u7OFPT4DI9,4,1,en,USA,US,"agree,that,this,multifaceted,issue,they,affect,each,other,those","[('agree', 'n'), (',', None), (',', None), (',', None), ('multifaceted', 'v'), (',', None), ('issue', 'n'), (',', None), (',', None), ('affect', 'v'), (',', None), (',', None), (',', None)]",agree multifaceted issue affect
49,2022-07-31 15:09:16+00:00,1553759707097071618,mrc314,"If I wanted to psychologically and physically torture someone, I'd advise them to follow a low-calorie, low-fat die… https://t.co/s8BLqx1Zrr",28,1,en,United States,US,"wanted,psychologically,physically,torture,someone,advise,them,follow,lowcalorie,lowfat","[('wanted', 'v'), (',', None), ('psychologically', 'r'), (',', None), ('physically', 'r'), (',', None), ('torture', 'n'), (',', None), ('someone', 'n'), (',', None), ('advise', 'n'), (',', None), (',', None), ('follow', 'v'), (',', None), ('lowcalorie', 'n'), (',', None), ('lowfat', 'n')]",want psychologically physically torture someone advise follow lowcalorie lowfat
50,2022-07-31 15:00:02+00:00,1553757384564019202,OrganicLiveFood,Eat a diet of 50% raw foods. Raw foods help maintain a correct balance of acid/alkaline level in the body while pro… https://t.co/OoH3MrQNiY,188,69,en,US,US,"diet,foods,foods,help,maintain,correct,balance,acidalkaline,level,body,while","[('diet', 'a'), (',', None), ('foods', 'n'), (',', None), ('foods', 'n'), (',', None), ('help', 'n'), (',', None), ('maintain', 'v'), (',', None), ('correct', 'v'), (',', None), ('balance', 'n'), (',', None), ('acidalkaline', 'n'), (',', None), ('level', 'n'), (',', None), ('body', 'n'), (',', None)]",diet food food help maintain correct balance acidalkaline level body
51,2022-07-31 05:47:12+00:00,1553618258036662273,ChicagoPlantEat,"Vibrant colors represent the wide array of vitamins, minerals, antioxidants, phytonutrients, macronutrients...essen… https://t.co/SdXNIqBFc1",6,1,en,USA,US,"vibrant,colors,represent,wide,array,vitamins,minerals,antioxidants,phytonutrients,macronutrientsessen","[('vibrant', 'n'), (',', None), ('colors', 'n'), (',', None), ('represent', 'n'), (',', None), ('wide', 'a'), (',', None), ('array', 'n'), (',', None), ('vitamins', 'n'), (',', None), ('minerals', 'n'), (',', None), ('antioxidants', 'n'), (',', None), ('phytonutrients', 'n'), (',', None), ('macronutrientsessen', 'n')]",vibrant color represent wide array vitamin mineral antioxidant phytonutrients macronutrientsessen
52,2022-07-30 20:30:00+00:00,1553478034853863426,bomohammedglad,"Zinamax is food supplement helps in elimination of acne

https://t.co/piKtSfoj25

#supplement #fitness #supplements… https://t.co/DuR4mh3RhF",0,0,en,United States,US,"zinamax,food,supplement,helps,elimination,acne","[('zinamax', 'n'), (',', None), ('food', 'n'), (',', None), ('supplement', 'n'), (',', None), ('helps', 'v'), (',', None), ('elimination', 'n'), (',', None), ('acne', 'n')]",zinamax food supplement help elimination acne
53,2022-07-30 19:57:58+00:00,1553469971962945536,PCGalloway,@ChrisLoesch We are omnivores for a reason...try feeding your do (also an omnivore) a vegan diet...he will likely be dead in 6 months.,0,0,en,US,US,"omnivores,reasontry,feeding,your,also,omnivore,vegan,diethe,will,likely,dead,months","[('omnivores', 'n'), (',', None), ('reasontry', 'n'), (',', None), ('feeding', 'v'), (',', None), (',', None), ('also', 'r'), (',', None), ('omnivore', 'r'), (',', None), ('vegan', 'n'), (',', None), ('diethe', 'n'), (',', None), (',', None), ('likely', 'r'), (',', None), ('dead', 'a'), (',', None), ('months', 'n')]",omnivore reasontry feed omnivore vegan diethe likely dead month
54,2022-07-30 18:50:34+00:00,1553453012873625602,Verosethorns,"Animals who are omnivores or carnivores can't be 100% vegan. They need meat in their diet, and they mostly eat meat… https://t.co/9c6QZYRTeJ",0,0,en,USA,US,"animals,omnivores,carnivores,cant,vegan,they,need,meat,their,diet,they,mostly,meat","[('animals', 'n'), (',', None), ('omnivores', 'n'), (',', None), ('carnivores', 'n'), (',', None), ('cant', 'n'), (',', None), ('vegan', 'n'), (',', None), (',', None), ('need', 'v'), (',', None), ('meat', 'n'), (',', None), (',', None), ('diet', 'n'), (',', None), (',', None), ('mostly', 'r'), (',', None), ('meat', 'n')]",animal omnivore carnivore vegan need meat diet mostly meat
55,2022-07-30 16:28:13+00:00,1553417189545443328,TheOtherPeterS1,"@SonnyBunch And if plants are sentient beings, a vegan diet isn't morally superior either.",1,0,en,"Denver, CO",US,"plants,sentient,beings,vegan,diet,isnt,morally,superior,either","[('plants', 'n'), (',', None), ('sentient', 'n'), (',', None), ('beings', 'n'), (',', None), ('vegan', 'n'), (',', None), ('diet', 'a'), (',', None), ('isnt', 'a'), (',', None), ('morally', 'r'), (',', None), ('superior', 'a'), (',', None), ('either', 'r')]",plant sentient vegan diet morally superior either
56,2022-07-30 16:25:19+00:00,1553416458444611584,OrganicLiveFood,Did you know Toxic chemical in rocket fuel is found in 15 brands of #infantformula? https://t.co/XQa5ezwNRQ… https://t.co/TMBg10RvxI,16,5,en,US,US,"know,toxic,chemical,rocket,fuel,found,brands","[('know', 'n'), (',', None), ('toxic', 'n'), (',', None), ('chemical', 'n'), (',', None), ('rocket', 'n'), (',', None), ('fuel', 'n'), (',', None), ('found', 'v'), (',', None), ('brands', 'n')]",know toxic chemical rocket fuel find brand
57,2022-07-30 15:25:30+00:00,1553401405146382341,OrganicLiveFood,The Power of #Nutrition: Learning to See #Food as #Medicine: https://t.co/xAhbEi1kr4 #healthyeating #organic #diet https://t.co/NQbNo6XfwV,156,47,en,US,US,"power,learning","[('power', 'n'), (',', None), ('learning', 'v')]",power learn
58,2022-07-30 15:25:26+00:00,1553401387702157312,OrganicLiveFood,Many years after: no end in sight for clearing the #Fukushima #Nuclear #Disaster: https://t.co/1E1Omyowl6 #diet… https://t.co/bpPsKptzUT,6,2,en,US,US,"many,years,after,sight,clearing","[('many', 'a'), (',', None), ('years', 'n'), (',', None), (',', None), ('sight', 'v'), (',', None), ('clearing', 'v')]",many year sight clear
59,2022-07-30 14:53:03+00:00,1553393237347520513,notmollyorsilly,"I have many positive things to say about a vegan diet, but because the community is so abhorrent- I don’t.",21,0,en,United States,US,"have,many,positive,things,about,vegan,diet,because,community,abhorrent,dont","[(',', None), ('many', 'a'), (',', None), ('positive', 'a'), (',', None), ('things', 'n'), (',', None), (',', None), ('vegan', 'n'), (',', None), ('diet', 'n'), (',', None), (',', None), ('community', 'n'), (',', None), ('abhorrent', 'n'), (',', None), ('dont', 'n')]",many positive thing vegan diet community abhorrent
60,2022-07-30 14:47:12+00:00,1553391766149238786,ChicagoPlantEat,"One more study...inflammation markers down in just a couple of months following a whole food plant based #WFPB diet
https://t.co/wOB4FWt9ZI",2,0,en,USA,US,"more,studyinflammation,markers,down,just,couple,months,following,whole,food,plant,based,diet","[(',', None), ('studyinflammation', 'n'), (',', None), ('markers', 'n'), (',', None), (',', None), (',', None), ('couple', 'n'), (',', None), ('months', 'n'), (',', None), ('following', 'v'), (',', None), ('whole', 'a'), (',', None), ('food', 'n'), (',', None), ('plant', 'n'), (',', None), ('based', 'v'), (',', None), ('diet', 'a')]",studyinflammation marker couple month follow whole food plant base diet
61,2022-07-30 14:02:32+00:00,1553380528018968577,nutritionalo,This new supplement was designed to fill nutrient gaps for consumers following a #plant-based diet. #Theralogix cal… https://t.co/UL6MHLW2OL,1,0,en,United States,US,"this,supplement,designed,fill,nutrient,gaps,consumers,following,based,diet","[(',', None), ('supplement', 'n'), (',', None), ('designed', 'v'), (',', None), ('fill', 'v'), (',', None), ('nutrient', 'n'), (',', None), ('gaps', 'n'), (',', None), ('consumers', 'n'), (',', None), ('following', 'v'), (',', None), ('based', 'v'), (',', None), ('diet', 'a')]",supplement design fill nutrient gap consumer follow base diet
62,2022-07-30 14:01:03+00:00,1553380150825320448,USRealityCheck,"Plant-based diets, explained (to kids) : https://t.co/45C0YR0jFZ",1,0,en,USA,US,"plantbased,diets,explained,kids","[('plantbased', 'v'), (',', None), ('diets', 'n'), (',', None), ('explained', 'v'), (',', None), ('kids', 'n')]",plantbased diet explain kid
63,2022-07-30 13:40:48+00:00,1553375057799311360,7amkickoff,"For those of you on a vegetarian/vegan diet this would make an amazing torta.

1. Find a local panderia and buy som… https://t.co/1Z4ssgXFnE",3,0,en,USA,US,"those,vegetarianvegan,diet,this,would,make,amazing,torta,find,local,panderia","[(',', None), ('vegetarianvegan', None), (',', None), ('diet', 'a'), (',', None), (',', None), ('would', None), (',', None), ('make', 'v'), (',', None), ('amazing', 'v'), (',', None), ('torta', 'n'), (',', None), ('find', 'v'), (',', None), ('local', 'a'), (',', None), ('panderia', 'n')]",vegetarianvegan diet make amaze torta find local panderia
64,2022-07-30 09:47:10+00:00,1553316260842274817,ChicagoPlantEat,"Great interview of Drs Kim Williams &amp; Caldwell Esselstyn, both pillars in the medical community extolling the benef… https://t.co/ELlrkO6mSc",0,0,en,USA,US,"great,interview,williams,caldwell,esselstyn,both,pillars,medical,community,extolling,benef","[('great', 'a'), (',', None), ('interview', 'n'), (',', None), ('williams', 'n'), (',', None), ('caldwell', 'n'), (',', None), ('esselstyn', 'n'), (',', None), (',', None), ('pillars', 'n'), (',', None), ('medical', 'a'), (',', None), ('community', 'n'), (',', None), ('extolling', 'v'), (',', None), ('benef', 'n')]",great interview caldwell esselstyn medical community extol benef
65,2022-07-30 09:17:05+00:00,1553308688982708225,passionify,"Vegan T-Shirt Powered by Plants Tee, Plant-Based Diet , Gift for Vegan Activist, Vegetarian T-shirt, Vegan Compassi… https://t.co/xKlHsOEVK9",0,0,en,United States,US,"vegan,tshirt,powered,plants,plantbased,diet,gift,vegan,activist,vegetarian,tshirt,vegan,compassi","[('vegan', 'n'), (',', None), ('tshirt', 'n'), (',', None), ('powered', 'v'), (',', None), ('plants', 'n'), (',', None), ('plantbased', 'v'), (',', None), ('diet', 'a'), (',', None), ('gift', 'n'), (',', None), ('vegan', 'n'), (',', None), ('activist', 'n'), (',', None), ('vegetarian', 'a'), (',', None), ('tshirt', 'n'), (',', None), ('vegan', 'n'), (',', None), ('compassi', 'n')]",vegan tshirt power plant plantbased diet gift vegan activist vegetarian tshirt vegan compassi
66,2022-07-30 07:00:10+00:00,1553274232917966849,RobotPeston,"Someone I absoutely haven't made up licked their finger, put it in the air and told me that post-Brexit the governm… https://t.co/QzaXKFC9Ot",0,0,en,Westminster,US,"someone,absoutely,havent,made,licked,their,finger,told,that,postbrexit,governm","[('someone', 'n'), (',', None), ('absoutely', 'r'), (',', None), ('havent', 'n'), (',', None), ('made', 'v'), (',', None), ('licked', 'v'), (',', None), (',', None), ('finger', 'n'), (',', None), ('told', 'v'), (',', None), (',', None), ('postbrexit', 'n'), (',', None), ('governm', 'n')]",someone absoutely make lick finger tell postbrexit governm
67,2022-07-29 23:00:16+00:00,1553153464401907713,JamilMondiya,"Best Vegan Diet Foods in 2021; know benefits &amp; risks too 
https://t.co/32IznjEwgC https://t.co/Do6FqZzDfM",0,0,en,United States,US,"best,vegan,diet,foods,know,benefits,risks","[('best', 'a'), (',', None), ('vegan', 'n'), (',', None), ('diet', 'a'), (',', None), ('foods', 'n'), (',', None), ('know', 'v'), (',', None), ('benefits', 'n'), (',', None), ('risks', 'n')]",best vegan diet food know benefit risk
68,2022-07-29 21:05:12+00:00,1553124505819693061,okihearyou,Imagining blocking someone because they made a stupid joke about being Vegan.  Weak from their diet I suppose,0,0,en,The United States of America,US,"imagining,blocking,someone,because,they,made,stupid,joke,about,being,vegan,weak,from,their,diet,suppose","[('imagining', 'n'), (',', None), ('blocking', 'v'), (',', None), ('someone', 'n'), (',', None), (',', None), (',', None), ('made', 'v'), (',', None), ('stupid', 'a'), (',', None), ('joke', 'n'), (',', None), (',', None), (',', None), ('vegan', 'n'), (',', None), ('weak', 'a'), (',', None), (',', None), (',', None), ('diet', 'a'), (',', None), ('suppose', 'v')]",imagining block someone make stupid joke vegan weak diet suppose
69,2022-07-29 20:30:00+00:00,1553115647755767808,bomohammedglad,"Zinamax is food supplement helps in elimination of acne

https://t.co/piKtSf6HDv

#supplement #fitness #supplements… https://t.co/qmqBpS4oFe",0,0,en,United States,US,"zinamax,food,supplement,helps,elimination,acne","[('zinamax', 'n'), (',', None), ('food', 'n'), (',', None), ('supplement', 'n'), (',', None), ('helps', 'v'), (',', None), ('elimination', 'n'), (',', None), ('acne', 'n')]",zinamax food supplement help elimination acne
70,2022-07-29 19:41:33+00:00,1553103453613957125,coconut_cloud,"Ever wondered why should you try out our delicious and dairy-free Coconut Cloud beverages? Well, for starters, a ve… https://t.co/jUBDO3Adfs",1,0,en,"Denver, CO",US,"ever,wondered,should,delicious,dairyfree,coconut,cloud,beverages,well,starters","[('ever', 'r'), (',', None), ('wondered', 'v'), (',', None), (',', None), ('delicious', 'a'), (',', None), ('dairyfree', 'a'), (',', None), ('coconut', 'n'), (',', None), ('cloud', 'n'), (',', None), ('beverages', 'n'), (',', None), ('well', 'r'), (',', None), ('starters', 'n')]",ever wonder delicious dairyfree coconut cloud beverage well starter
71,2022-07-29 19:10:03+00:00,1553095528061313025,standrkm,"Being vegan doesn't work, it's just another nonsense diet fad. Plenty of people are online confessing how they stop… https://t.co/EeU6GqgCos",0,0,en,U.S.,US,"being,vegan,doesnt,work,just,another,nonsense,diet,plenty,people,online,confessing,they,stop","[(',', None), ('vegan', 'n'), (',', None), ('doesnt', 'n'), (',', None), ('work', 'n'), (',', None), (',', None), ('another', None), (',', None), ('nonsense', 'n'), (',', None), ('diet', 'a'), (',', None), ('plenty', 'a'), (',', None), ('people', 'n'), (',', None), ('online', 'n'), (',', None), ('confessing', 'v'), (',', None), (',', None), ('stop', 'v')]",vegan work another nonsense diet plenty people online confess stop
72,2022-07-29 18:47:09+00:00,1553089766270312448,ChicagoPlantEat,The REAL Health Movement is growing!  Whether your health issue is heart health or diabetes or any of a number of O… https://t.co/hNY0maO9iw,4,1,en,USA,US,"real,health,movement,growing,whether,your,health,issue,heart,health,diabetes,number","[('real', 'a'), (',', None), ('health', 'n'), (',', None), ('movement', 'n'), (',', None), ('growing', 'v'), (',', None), ('whether', None), (',', None), (',', None), ('health', 'n'), (',', None), ('issue', 'n'), (',', None), ('heart', 'n'), (',', None), ('health', 'n'), (',', None), ('diabetes', 'v'), (',', None), ('number', 'n')]",real health movement grow whether health issue heart health diabetes number
73,2022-07-29 16:43:29+00:00,1553058640638124033,NFLscheme,"Honest question because I've never heard of this going well.

Has there ever been a player who has started a vegan/… https://t.co/HHTFqtitja",2,0,en,"Kansas City, KS",US,"honest,question,because,never,heard,this,going,wellhas,there,ever,been,player,started,vegan","[('honest', 'n'), (',', None), ('question', 'n'), (',', None), (',', None), ('never', 'r'), (',', None), ('heard', 'r'), (',', None), (',', None), ('going', 'v'), (',', None), ('wellhas', 'n'), (',', None), (',', None), ('ever', 'r'), (',', None), (',', None), ('player', 'n'), (',', None), ('started', 'v'), (',', None), ('vegan', 'n')]",honest question never heard go wellhas ever player start vegan
74,2022-07-29 15:52:34+00:00,1553045827362234368,LoveQuercus,@SabinehazanMD @RedHillBio Amazing. I have family with Crohn’s. One is a teen boy who is in remission for 6 years e… https://t.co/ULk0DSibXF,1,0,en,USA ,US,"amazing,have,family,with,crohns,teen,remission,years","[('amazing', 'n'), (',', None), (',', None), ('family', 'n'), (',', None), (',', None), ('crohns', 'n'), (',', None), ('teen', 'a'), (',', None), ('remission', 'n'), (',', None), ('years', 'n')]",amazing family crohn teen remission year
75,2022-07-29 15:25:40+00:00,1553039059521622017,OrganicLiveFood,Foods that help to boost your #Metabolism: https://t.co/H4ZSmX5Lww You cannot fix your #health until you fix your… https://t.co/mg6RZduQIn,31,9,en,US,US,"foods,that,help,boost,your,cannot,your,until,your","[('foods', 'n'), (',', None), (',', None), ('help', 'n'), (',', None), ('boost', 'v'), (',', None), (',', None), (',', None), (',', None), (',', None)]",food help boost
76,2022-07-29 15:25:36+00:00,1553039042220113920,OrganicLiveFood,How We have become a culture that considers #Twinkies n #junkfood safe but #rawmilk unsafe: https://t.co/3gtoOGOtuH… https://t.co/sKLOOhOXkX,27,9,en,US,US,"have,become,culture,that,considers,safe,unsafe","[(',', None), ('become', 'v'), (',', None), ('culture', 'n'), (',', None), (',', None), ('considers', 'n'), (',', None), ('safe', 'a'), (',', None), ('unsafe', 'a')]",become culture considers safe unsafe
77,2022-07-29 13:52:05+00:00,1553015508680654848,GotPickup,"Has anyone else noticed that women who obsess about their diet, be it raw food, vegan or gluten free, tend to be sexually repressed prudes?",49,2,en,United States,US,"anyone,else,noticed,that,women,obsess,about,their,diet,food,vegan,gluten,free,tend,sexually,repressed,prudes","[('anyone', 'n'), (',', None), ('else', 'r'), (',', None), ('noticed', 'v'), (',', None), (',', None), ('women', 'n'), (',', None), ('obsess', 'n'), (',', None), (',', None), (',', None), ('diet', 'n'), (',', None), ('food', 'n'), (',', None), ('vegan', 'n'), (',', None), ('gluten', 'n'), (',', None), ('free', 'a'), (',', None), ('tend', 'v'), (',', None), ('sexually', 'r'), (',', None), ('repressed', 'v'), (',', None), ('prudes', 'n')]",anyone else notice woman ob diet food vegan gluten free tend sexually repress prude
78,2022-07-29 11:56:57+00:00,1552986535183671303,mrc314,@BrianWiley_ She just stated macros they target. They are strongly plant-based. She also mentioned the began target… https://t.co/xUDuShGQE8,2,0,en,United States,US,"just,stated,macros,they,target,they,strongly,plantbased,also,mentioned,began,target","[(',', None), ('stated', 'v'), (',', None), ('macros', 'n'), (',', None), (',', None), ('target', 'n'), (',', None), (',', None), ('strongly', 'r'), (',', None), ('plantbased', 'v'), (',', None), ('also', 'r'), (',', None), ('mentioned', 'v'), (',', None), ('began', 'v'), (',', None), ('target', 'n')]",state macro target strongly plantbased mention begin target
79,2022-07-29 07:15:10+00:00,1552915620496285696,RobotPeston,"After our weekly catchup, James Blunt hand delivered a brown envelope which contained a message suggesting that pos… https://t.co/RVs1czTUZ9",0,0,en,Westminster,US,"after,weekly,catchup,james,blunt,hand,delivered,brown,envelope,which,contained,message,suggesting,that","[(',', None), ('weekly', 'r'), (',', None), ('catchup', 'n'), (',', None), ('james', 'n'), (',', None), ('blunt', 'n'), (',', None), ('hand', 'n'), (',', None), ('delivered', 'v'), (',', None), ('brown', 'n'), (',', None), ('envelope', 'n'), (',', None), (',', None), ('contained', 'v'), (',', None), ('message', 'n'), (',', None), ('suggesting', 'v'), (',', None)]",weekly catchup james blunt hand deliver brown envelope contain message suggest
80,2022-07-29 03:59:54+00:00,1552866480043089920,dubstech,@OfTheTrees @freddytoddmusic is vegan actually healthy? theres more processed crap in vegan food than anything currently in my diet.,1,0,en,United States,US,"vegan,actually,healthy,theres,more,processed,crap,vegan,food,than,anything,currently,diet","[('vegan', 'n'), (',', None), ('actually', 'r'), (',', None), ('healthy', 'a'), (',', None), ('theres', 'n'), (',', None), (',', None), ('processed', 'v'), (',', None), ('crap', 'n'), (',', None), ('vegan', 'n'), (',', None), ('food', 'n'), (',', None), (',', None), ('anything', 'n'), (',', None), ('currently', 'r'), (',', None), ('diet', 'a')]",vegan actually healthy process crap vegan food anything currently diet
81,2022-07-29 02:30:10+00:00,1552843897726017539,RobotPeston,A 'reliable' #downingstreetsource tipped me off that post-Brexit the government will look to force at least 30% of… https://t.co/la89pABwX1,0,0,en,Westminster,US,"reliable,tipped,that,postbrexit,government,will,look,force,least","[('reliable', 'a'), (',', None), ('tipped', 'v'), (',', None), (',', None), ('postbrexit', 'n'), (',', None), ('government', 'n'), (',', None), (',', None), ('look', 'v'), (',', None), ('force', 'n'), (',', None), ('least', 'a')]",reliable tip postbrexit government look force least
82,2022-07-29 02:25:05+00:00,1552842618425319424,FaustianNation,"@Halcius_ @lolstupidgirl You get your information from cartoons.
https://t.co/OmdzAQZJlq",0,0,en,USA,US,"your,information,from,cartoons","[(',', None), ('information', 'n'), (',', None), (',', None), ('cartoons', 'n')]",information cartoon
83,2022-07-29 00:06:31+00:00,1552807748223373312,mommakay425,"@angryreporter @AubryAndrews “I don’t cheat.”
Cheats on his “vegan” diet.
🤣🤣🤣",5,0,en,United States,US,"dont,cheatcheats,vegan,diet","[('dont', 'n'), (',', None), ('cheatcheats', 'n'), (',', None), ('vegan', 'n'), (',', None), ('diet', 'a')]",cheatcheats vegan diet
84,2022-07-28 18:47:13+00:00,1552727393776930816,ChicagoPlantEat,"Great interview of Drs Kim Williams &amp; Caldwell Esselstyn, both extolling the benefits of a plant based diet for, no… https://t.co/mjmpELig54",0,0,en,USA,US,"great,interview,williams,caldwell,esselstyn,both,extolling,benefits,plant,based,diet","[('great', 'a'), (',', None), ('interview', 'n'), (',', None), ('williams', 'n'), (',', None), ('caldwell', 'n'), (',', None), ('esselstyn', 'n'), (',', None), (',', None), ('extolling', 'n'), (',', None), ('benefits', 'n'), (',', None), ('plant', 'n'), (',', None), ('based', 'v'), (',', None), ('diet', 'a')]",great interview caldwell esselstyn extolling benefit plant base diet
85,2022-07-28 17:58:12+00:00,1552715059767525381,SikeNawG,@ZubyMusic As a vegan myself I agree! Just live my life and let my healthier body and skin  show the results to the… https://t.co/cKY5tSB5Aj,3,0,en,USA,US,"vegan,myself,agree,just,live,life,healthier,body,skin,show,results","[('vegan', 'n'), (',', None), (',', None), ('agree', 'v'), (',', None), (',', None), ('live', 'v'), (',', None), ('life', 'n'), (',', None), ('healthier', 'a'), (',', None), ('body', 'n'), (',', None), ('skin', 'n'), (',', None), ('show', 'n'), (',', None), ('results', 'n')]",vegan agree live life healthy body skin show result
86,2022-07-28 17:06:46+00:00,1552702113553125377,DrSteveMed,"All of the #macro #nutrients are important, but clean protein is what the body needs!  There are many excellent sou… https://t.co/avq0zncbe7",1,1,en,USA,US,"important,clean,protein,what,body,needs,there,many,excellent","[('important', 'a'), (',', None), ('clean', 'a'), (',', None), ('protein', 'n'), (',', None), (',', None), ('body', 'n'), (',', None), ('needs', 'v'), (',', None), (',', None), ('many', 'a'), (',', None), ('excellent', 'a')]",important clean protein body need many excellent
87,2022-07-28 12:47:09+00:00,1552636779848732672,ChicagoPlantEat,"Vibrant colors represent the wide array of vitamins, minerals, antioxidants, phytonutrients, macronutrients...essen… https://t.co/pqeycSH2ZB",1,0,en,USA,US,"vibrant,colors,represent,wide,array,vitamins,minerals,antioxidants,phytonutrients,macronutrientsessen","[('vibrant', 'n'), (',', None), ('colors', 'n'), (',', None), ('represent', 'n'), (',', None), ('wide', 'a'), (',', None), ('array', 'n'), (',', None), ('vitamins', 'n'), (',', None), ('minerals', 'n'), (',', None), ('antioxidants', 'n'), (',', None), ('phytonutrients', 'n'), (',', None), ('macronutrientsessen', 'n')]",vibrant color represent wide array vitamin mineral antioxidant phytonutrients macronutrientsessen
88,2022-07-28 11:54:56+00:00,1552623637999468544,cathysample6,Breaking: vegan diet does not lower aggression in cows 😂 https://t.co/MXuHR8p0R2,0,0,en,usa,US,"breaking,vegan,diet,does,lower,aggression,cows","[('breaking', 'n'), (',', None), ('vegan', 'n'), (',', None), ('diet', 'a'), (',', None), (',', None), ('lower', 'a'), (',', None), ('aggression', 'n'), (',', None), ('cows', 'n')]",breaking vegan diet low aggression cow
89,2022-07-28 09:46:04+00:00,1552591206583922688,DailyHemo,"Are you ready to switch your diet to eating insects? Well, Ÿnsect from France is offering organic, long-term sustai… https://t.co/GdoryoHerk",0,0,en,USA,US,"ready,switch,your,diet,eating,insects,well,nsect,from,france,offering,organic,longterm,sustai","[('ready', 'a'), (',', None), ('switch', 'v'), (',', None), (',', None), ('diet', 'a'), (',', None), ('eating', 'a'), (',', None), ('insects', 'n'), (',', None), ('well', 'r'), (',', None), ('nsect', 'a'), (',', None), (',', None), ('france', 'n'), (',', None), ('offering', 'n'), (',', None), ('organic', 'a'), (',', None), ('longterm', 'a'), (',', None), ('sustai', 'n')]",ready switch diet eating insect well nsect france offering organic longterm sustai
90,2022-07-28 07:39:35+00:00,1552559377948717062,Emdad_8,(2 Pack) Night Time Fat Burner - Effective Weight Loss Pills - Powerful Fat Burners for Women - Sleep Aid Diet Pill… https://t.co/YF0MQrFMzX,0,0,en,United States,US,"pack,night,time,burner,effective,weight,loss,pills,powerful,burners,women,sleep,diet,pill","[('pack', 'n'), (',', None), ('night', 'n'), (',', None), ('time', 'n'), (',', None), ('burner', 'n'), (',', None), ('effective', 'a'), (',', None), ('weight', 'a'), (',', None), ('loss', 'n'), (',', None), ('pills', 'n'), (',', None), ('powerful', 'a'), (',', None), ('burners', 'n'), (',', None), ('women', 'n'), (',', None), ('sleep', 'n'), (',', None), ('diet', 'a'), (',', None), ('pill', 'n')]",pack night time burner effective weight loss pill powerful burner woman sleep diet pill
91,2022-07-27 18:35:12+00:00,1552361979368685572,DiscoverSelf,Need more #protein &amp; #fiber in your diet? Make this easy and flavorful Creamy Vegan Black #Lentils Dal Makhani. Eve… https://t.co/NU01Y162yA,2,2,en,USA,US,"need,more,your,diet,make,this,easy,flavorful,creamy,vegan,black,makhani","[('need', 'n'), (',', None), (',', None), (',', None), ('diet', 'a'), (',', None), ('make', 'v'), (',', None), (',', None), ('easy', 'a'), (',', None), ('flavorful', 'a'), (',', None), ('creamy', 'a'), (',', None), ('vegan', 'a'), (',', None), ('black', 'a'), (',', None), ('makhani', 'n')]",need diet make easy flavorful creamy vegan black makhani
92,2022-07-27 18:26:21+00:00,1552359756081545216,MyVegan_Reach,"When the focus is the suffering animals, going #vegan becomes easier. 🌱

🚨Link in bio for How To Become Vegan &amp; Hea… https://t.co/eiaAHitWi5",5,5,en,USA,US,"when,focus,suffering,animals,going,becomes,easier,link,become,vegan","[(',', None), ('focus', 'n'), (',', None), ('suffering', 'n'), (',', None), ('animals', 'n'), (',', None), ('going', 'v'), (',', None), ('becomes', 'r'), (',', None), ('easier', 'a'), (',', None), ('link', 'n'), (',', None), ('become', 'n'), (',', None), ('vegan', 'a')]",focus suffering animal go becomes easy link become vegan
93,2022-07-27 16:45:10+00:00,1552334288753934336,RobotPeston,A man who I'm sure has no hidden agenda told me to tell you that post-Brexit the government will look to force at l… https://t.co/z9JWGRNfHk,0,0,en,Westminster,US,"sure,hidden,agenda,told,tell,that,postbrexit,government,will,look,force","[('sure', 'r'), (',', None), ('hidden', None), (',', None), ('agenda', 'n'), (',', None), ('told', 'v'), (',', None), ('tell', 'v'), (',', None), (',', None), ('postbrexit', 'n'), (',', None), ('government', 'n'), (',', None), (',', None), ('look', 'v'), (',', None), ('force', 'n')]",sure hidden agenda tell tell postbrexit government look force
94,2022-07-27 16:25:31+00:00,1552329344533598211,OrganicLiveFood,"If u are struggling to #loseweight, it is time to revamp ur #diet: https://t.co/H4ZSmX5Lww Eating foods contaminate… https://t.co/X08i0ID21e",56,22,en,US,US,"struggling,time,revamp,eating,foods,contaminate","[('struggling', 'v'), (',', None), ('time', 'n'), (',', None), ('revamp', 'n'), (',', None), ('eating', 'n'), (',', None), ('foods', 'n'), (',', None), ('contaminate', 'n')]",struggle time revamp eating food contaminate
